AUC,ACC@0.50,Prec@0.50,Rec@0.50,F1@0.50,ACC@0.60,Prec@0.60,Rec@0.60,F1@0.60,ACC@0.65,Prec@0.65,Rec@0.65,F1@0.65,test_year,n,w_xgb,w_lstm,w_cnn
0.5180128802997448,0.5600187164813015,0.24193690907484316,0.42895190349365503,0.3093785310734463,0.6123888708922722,0.24664972273567468,0.33448221839260533,0.28392845268967354,0.6383039988482165,0.2507478923035083,0.28889237035876547,0.26847200990026937,2024,27783,0.1,0.0,0.9
0.5177691692741087,0.562142317244358,0.2422432239657632,0.4256619144602851,0.3087675436104324,0.6178238491163661,0.24613355712744275,0.32163559454801816,0.2788644390111383,0.6453946658028291,0.25039574039430135,0.27259909133636223,0.26102610261026105,2024,27783,0.1,0.1,0.8
0.5175477941553279,0.5627542022099845,0.2429781542576906,0.4269152436158546,0.3096942834413001,0.6246625634380737,0.24582128943068995,0.30643897853673824,0.27280334728033473,0.6549688658532196,0.25035074045206546,0.2516058279805734,0.2509767151117362,2024,27783,0.1,0.2,0.7
0.5172500150077382,0.5652377353057625,0.24466559081943698,0.42754190819363935,0.31122769002680045,0.6334089191232048,0.24787798408488063,0.2928090239699201,0.2684766214177979,0.6671345786992046,0.2525479357401969,0.22904590318032272,0.24022346368715083,2024,27783,0.1,0.3,0.6
0.516838931097644,0.5648058165064967,0.2425117286178275,0.42111859627134574,0.30778038587049866,0.6431990785732282,0.246626471432673,0.2691524361585461,0.25739755786950336,0.683907425404024,0.2564467005076142,0.1978693404355319,0.2233816766890697,2024,27783,0.1,0.4,0.5
0.5161109276832005,0.5611704999460102,0.23920265780730898,0.4173586088046373,0.3041095890410959,0.656084656084656,0.24817402349952367,0.24486918376938743,0.2465105275609179,0.6956772126840154,0.2516778523489933,0.16449945166849445,0.1989578398863098,2024,27783,0.1,0.5,0.4
0.5147758759028436,0.5639059856746932,0.23933800127307447,0.4123452921823594,0.3028768699654776,0.6624914516070979,0.24028452463566968,0.21698261005796649,0.22803984522927473,0.7008602382752043,0.24751178627553694,0.148049506501645,0.18527595333790806,2024,27783,0.1,0.6,0.3
0.5129932787295695,0.5682971601338949,0.24044777500231287,0.4071753094156353,0.30234993020009304,0.6665226937335781,0.23646671543525968,0.20256932476891742,0.2182094338030546,0.6975128675808948,0.24437136352137617,0.15133949553501488,0.18691950464396284,2024,27783,0.1,0.7,0.2
0.5104480285688767,0.5695929165316921,0.23675512324109926,0.39276202412658623,0.29542776337497056,0.6676384839650146,0.23915827996340347,0.20476265079116404,0.22062795408507765,0.6931216931216931,0.23536675722400593,0.14930283565721447,0.18270705521472394,2024,27783,0.1,0.8,0.1
0.5073596996109702,0.5614584458121873,0.23160914222263349,0.3921353595488015,0.29121582315299593,0.66252744484037,0.2403262189831685,0.21698261005796649,0.22805862012185082,0.6900262750602887,0.24183460736622656,0.16355945480181733,0.19514018691588786,2024,27783,0.1,0.9,0.0
0.519470574584066,0.5720404563941979,0.24326340326340326,0.4087419708600971,0.3050035071311667,0.6284418529316489,0.24885262621111678,0.3058123139589535,0.27440781612427073,0.6559406831515675,0.25387476751394916,0.25661914460285135,0.2552395792754188,2024,27783,0.2,0.0,0.8
0.5193440447098822,0.5747039556563366,0.24428127647557188,0.4065486448378505,0.3051864047983065,0.63567649281935,0.2488918737407656,0.29030236565878115,0.26800694243563783,0.6665586869668503,0.254641458013967,0.23421588594704684,0.24400195854414886,2024,27783,0.2,0.1,0.7
0.5191901421855073,0.5765756037864881,0.24441911275767075,0.40310198966003447,0.3043169722057954,0.6456466184357341,0.2505763688760807,0.272442425191916,0.261052315544547,0.6819277975740561,0.26072542901716067,0.20946263512454957,0.2322995395708453,2024,27783,0.2,0.2,0.6
0.5189299592521608,0.5788431774826333,0.24314142194744978,0.3943286855710481,0.30080669256050196,0.6582442500809847,0.2503209242618742,0.24439918533604887,0.2473246135552913,0.7007522585753878,0.26940530212562697,0.1767194109352969,0.21343424787133397,2024,27783,0.2,0.3,0.5
0.5184918833759651,0.5789151639491775,0.24068292682926828,0.3864953783487388,0.2966392112066374,0.6749811035525322,0.2558568529791551,0.21729594234685884,0.23500508302270418,0.7121261202893856,0.26256983240223464,0.13990286699044335,0.18254292722812757,2024,27783,0.2,0.4,0.4
0.5175513630686651,0.5798869812475255,0.23855659911023233,0.3780354065486448,0.29252030549157476,0.6850232156354605,0.2525083612040134,0.1892527024909917,0.21635175069400914,0.7170571932476695,0.2551358515573227,0.12063293122356258,0.16381236038719285,2024,27783,0.2,0.5,0.3
0.5158850905076422,0.5915847820609725,0.24322367059797229,0.36832210559298134,0.29297775562340334,0.683403520138214,0.24137191854233656,0.1764060786464045,0.20383779869659666,0.7132059172875499,0.24720893141945774,0.12141626194579351,0.1628493380962387,2024,27783,0.2,0.6,0.2
0.5134081292158933,0.594428247489472,0.24073877507695574,0.355318815603948,0.2870159453302961,0.6821077637404168,0.23919062832800853,0.17593608021306595,0.2027441776493952,0.7049634668682287,0.23618382780686445,0.12721290929030238,0.16535994297933002,2024,27783,0.2,0.7,0.1
0.5102868234987503,0.5864017564697837,0.2343457457873934,0.3529688234372552,0.28167781459023566,0.6792642983119174,0.2439222042139384,0.18862603791320695,0.21273964131106987,0.698052766079977,0.22833152762730227,0.13206955976813411,0.16734491315136477,2024,27783,0.2,0.8,0.0
0.5211727778664415,0.5844581218730879,0.24440483264012675,0.386652044493185,0.2994963897821734,0.6477342259655184,0.2528318327040372,0.2727557574808084,0.26241615796216744,0.6786884065795631,0.2619760479041916,0.21933260222465925,0.23876524260254114,2024,27783,0.3,0.0,0.7
0.5212031154600201,0.5879854587337581,0.24377656344869458,0.3774087419708601,0.2962188748847218,0.6595759997120542,0.2566091499129334,0.2539558201472662,0.2552755905511811,0.6954612532843826,0.2675615212527964,0.18737270875763748,0.2203998894314936,2024,27783,0.3,0.1,0.6
0.5211313089236742,0.5922326602598711,0.2429848264394097,0.36628544571518096,0.2921587004061231,0.6743332253536335,0.2579473206176203,0.22246592511358296,0.2388963660834455,0.7141417413526258,0.2763271162123386,0.15086949710167633,0.19517632752330766,2024,27783,0.3,0.2,0.5
0.520930446820629,0.5973436993845157,0.24337606837606837,0.35688547704840984,0.28939846280886744,0.693841557787136,0.2676734515211206,0.19160269465768448,0.2233382030679328,0.7272432782636864,0.277798438081071,0.11702960990130033,0.16468253968253968,2024,27783,0.3,0.3,0.4
0.5204486435200979,0.6024547385091603,0.24203187250996017,0.342628857903807,0.28367598417536805,0.7051794262678617,0.2651948051948052,0.15995613347955506,0.19955047395680642,0.7309505812907173,0.2648578811369509,0.09634967883440389,0.14129810453762207,2024,27783,0.3,0.4,0.3
0.5191321061640075,0.6124968505920887,0.24407333878313675,0.327432241892527,0.2796734912351131,0.7044955548356909,0.2537071987058506,0.14742284192386026,0.18648434403487912,0.7295468451931036,0.25614489003880986,0.09305968980103399,0.13652034015168926,2024,27783,0.3,0.5,0.2
0.516702053204994,0.6168160385847461,0.24451636102121538,0.31959893467021777,0.27706098057856854,0.6973329014145341,0.2434143870314083,0.15055616481278394,0.18604200948601296,0.7180290105460173,0.22878504672897196,0.09587968040106533,0.1351291675866637,2024,27783,0.3,0.6,0.1
0.5135540227326969,0.6111291077277472,0.24039929536112742,0.32069559768134104,0.27480198684387164,0.6915379908577187,0.2393325387365912,0.15729280902396992,0.18982794479107581,0.7094626210272469,0.22192953572604543,0.10559298135672882,0.14309978768577494,2024,27783,0.3,0.7,0.0
0.5231451240956922,0.5998632257135659,0.24592099613568055,0.3589221369262102,0.2918657239314606,0.6713457869920455,0.2590319186250438,0.23139589534701552,0.24443525031030203,0.7098945398265126,0.28043990573448546,0.16778944070186433,0.20995883160164674,2024,27783,0.4,0.0,0.6
0.5233714224846665,0.6063780009358241,0.24555717000111768,0.34419551934826886,0.28662752772341815,0.691358024691358,0.2690686894226717,0.20006266645777848,0.22949052026237757,0.7277111902962243,0.2892296718972896,0.12705624314585617,0.17655382605856101,2024,27783,0.4,0.1,0.5
0.5234432070584687,0.6146204513551452,0.246601031411158,0.3296255679147736,0.2821320817968488,0.7108663571248606,0.2796474358974359,0.1640294532351559,0.20677397057371383,0.7402008422416586,0.29742843279961184,0.09603634654551152,0.14519185220274752,2024,27783,0.4,0.2,0.4
0.5233721179652143,0.6264622251016809,0.24788590180487188,0.3076923076923077,0.2745701104431707,0.7211964150739661,0.27677694071405173,0.13238289205702647,0.1791013141161509,0.7443760573012274,0.28988895382817065,0.07770640764530785,0.12255992092908327,2024,27783,0.4,0.3,0.3
0.5226574897398317,0.6374041680164129,0.24935488252071167,0.287639041203196,0.2671322566564819,0.7225281647050354,0.26555869872701554,0.11765627447908507,0.16306589946802735,0.7427203685707087,0.2634508348794063,0.06673977753407488,0.1065,2024,27783,0.4,0.4,0.2
0.520522653631653,0.6404635928445452,0.24797316186748672,0.2779257402475325,0.2620964763241486,0.7141777345858978,0.24789644012944984,0.12000626664577785,0.16172279109046764,0.7349458301839255,0.23414634146341465,0.067679774400752,0.10500729217306758,2024,27783,0.4,0.5,0.1
0.5173163492103001,0.6372601950833243,0.24976296898279832,0.28889237035876547,0.2679064361470289,0.7030918187380772,0.23034682080924856,0.12486291712360958,0.16194249720613635,0.724903718100997,0.2270363951473137,0.08209305968980103,0.12058451271430215,2024,27783,0.4,0.6,0.0
0.5254390019634514,0.6211352265774035,0.24906117504542702,0.3221055929813567,0.28091269299084576,0.7066191555987474,0.2810797424467558,0.17781607394642018,0.2178293829766817,0.7424324227045316,0.3196453569762016,0.10731630894563685,0.16068496364062868,2024,27783,0.5,0.0,0.5
0.5259342280385545,0.6324730950581291,0.2505213764337852,0.3011123296255679,0.2734969761650658,0.7265234135982436,0.2974324774924975,0.13974620084599718,0.1901513536559369,0.752006622754922,0.3326732673267327,0.07895973680087733,0.12762724740440617,2024,27783,0.5,0.1,0.4
0.5262642701627132,0.6497858402620308,0.25436665198884484,0.2715024283252389,0.26265535010609276,0.7358816542490012,0.29792636479052054,0.11029296569011436,0.16098788017379373,0.7543101896843394,0.3088869715271786,0.05608647971173429,0.09493503049588968,2024,27783,0.5,0.2,0.3
0.5263012807091265,0.6640751538710722,0.2589869281045752,0.24831583894720352,0.25353915060385507,0.7376453226793362,0.2832535885167464,0.09274635751214162,0.13973799126637554,0.7552820069826872,0.292,0.045746514178286075,0.07910063659758905,2024,27783,0.5,0.3,0.2
